737	74		
-4.65	40.28	22930	1979
-5.08	40.28	22930	1090
-5.13	40.14	22930	6348
-4.58	40.46	22930	2025
-5.28	40.18	22930	5137
-4.77	40.3	22930	1644
-4.43	40.46	22930	3317
-5.03	40.29	22930	659
-4.94	40.72	22930	119
-5.08	40.94	22930	446
-4.91	40.7	22930	102
-4.86	40.26	22930	745
-5.13	40.21	22930	688
-4.53	40.59	22930	488
-5.1	41.07	22930	827
-5.14	40.26	22930	432
-4.99	40.41	22930	414
-4.39	40.5	22930	2455
-4.85	41	22930	605
-4.93	40.19	22930	912
-4.54	40.8	22930	655
-4.82	40.28	22930	1013
-5.03	40.23	22930	1198
-4.89	40.6	22930	452
-4.77	41	22930	1007
-5.49	40.25	22930	456
-4.92	40.39	22930	527
-4.69	40.4	22930	2009
-5.11	40.35	22930	486
-4.87	40.36	22930	402
-4.77	40.85	22930	222
-4.76	41.11	22930	529
-4.91	40.25	22930	1354
-4.7	40.32	22930	2124
-5.16	40.17	22930	762
-4.8	40.84	22930	202
-4.94	40.29	22930	921
-4.68	40.47	22930	698
-5	40.21	22930	654
-5.41	40.51	22930	604
-4.9	40.33	22930	438
-4.83	40.38	22930	552
-4.62	40.27	22930	3955
-4.54	40.31	22930	1260
-4.48	40.37	22930	3893
-4.29	40.62	22930	4625
-4.48	40.53	22930	966
-4.68	40.77	22930	870
-4.65	40.89	22930	2119
-4.87	41.01	22930	8629
-4.99	41.07	22930	3743
-4.96	40.97	22930	2436
-5.02	40.84	22930	2408
-5.03	40.72	22930	1188
-4.92	40.62	22930	660
-5.47	40.41	22930	1708
-5.64	40.38	22930	1361
-5.55	40.29	22930	3888
-5.4	40.32	22930	989
-5.28	40.34	22930	701
-4.86	40.55	22930	2313
-4.76	40.6	22930	695
-4.87	40.4	22930	2273
-4.8	40.46	22930	968
-5.21	40.69	22930	2263
-4.78	40.91	22930	1765
-4.88	40.8	22930	1718
-4.72	40.93	22930	1113
-4.43	40.67	22930	1305
-5.05	40.37	22930	1528
-5.1	40.57	22930	1923
-5.29	40.51	22930	4855
-5.17	40.33	22930	455
-4.79	40.77	22930	1315
-4.66	40.65	22930	4954.7
-3.03	41.92	22930	635
-3.66	42.29	22930	478
-3.6	42.33	22930	400
-3.13	42.5	22930	791
-3.61	43.12	22930	2236
-3.67	41.62	22930	597
-3.8	41.74	22930	401
-3.31	42.99	22930	5026
-3.44	42.86	22930	509
-3.47	43.07	22930	972
-3.65	43.04	22930	599
-3.77	43.02	22930	528
-3.55	42.83	22930	573
-3.11	41.95	22930	913
-2.98	41.95	22930	510
-4.02	42.4	22930	1543
-3.85	42.05	22930	416
-3.93	41.85	22930	826
-4.02	41.83	22930	563
-3.29	43.12	22930	3338
-3.07	41.94	22930	789
-3.75	41.68	22930	559
-3.65	42.04	22930	599
-3.57	42.94	22930	3798
-3.58	42.45	22930	650
-3.74	42.39	22930	601
-3.22	42.98	22930	1080
-3.23	42.79	22930	1525
-3.38	42.8	22930	1200
-3.8	42.94	22930	1413
-3.74	42.74	22930	1169
-3.98	42.59	22930	3764
-4.2	42.61	22930	933
-4.23	42.44	22930	2728
-4.12	42.28	22930	2828
-3.67	42.35	22930	16298.9
-3.78	42.3	22930	1177
-3.83	42.48	22930	1186
-3.88	42.4	22930	953
-3.83	42.34	22930	858
-3.88	42.24	22930	2536
-3.96	42.22	22930	1093
-3.86	42.09	22930	626
-3.97	42.07	22930	2095
-3.78	42	22930	4286
-3.71	42.13	22930	1551
-3.51	42.26	22930	2242
-3.66	42.22	22930	1500
-3.52	42.03	22930	1844
-3.8	41.81	22930	1433
-3.87	41.75	22930	679
-4	41.73	22930	771
-3.82	41.59	22930	1280
-3.91	41.66	22930	4484
-3.67	41.65	22930	3054.2
-3.7	41.53	22930	1206
-3.52	41.64	22930	1251
-3.44	41.7	22930	1079
-3.57	41.8	22930	1124
-3.45	41.86	22930	1453
-3.33	41.84	22930	1733
-3.17	41.85	22930	1060
-3.4	42.35	22930	1460
-3.35	42.56	22930	7184
-3.39	42.69	22930	3507
-3.15	42.63	22930	1281
-2.99	42.69	22930	3585.4
-2.69	42.71	22930	1190
-3.16	42.42	22930	3256
-3.21	42.31	22930	2212
-3.27	42.03	22930	3838
-3.06	42.06	22930	2922
-3.66	41.83	22930	1870
-3.31	42.16	22930	838
-3.48	42.45	22930	884
-3.67	42.55	22930	1538
