737	74		
-4.65	40.28	4002	394
-5.08	40.28	4002	324
-5.13	40.14	4002	1257
-4.58	40.46	4002	458
-5.28	40.18	4002	1166
-4.77	40.3	4002	463
-4.43	40.46	4002	844
-5.03	40.29	4002	153
-4.94	40.72	4002	50
-5.08	40.94	4002	130
-4.91	40.7	4002	70
-4.86	40.26	4002	229
-5.13	40.21	4002	206
-4.53	40.59	4002	135
-5.1	41.07	4002	191
-5.14	40.26	4002	147
-4.99	40.41	4002	172
-4.39	40.5	4002	461
-4.85	41	4002	128
-4.93	40.19	4002	238
-4.54	40.8	4002	187
-4.82	40.28	4002	271
-5.03	40.23	4002	359
-4.89	40.6	4002	115
-4.77	41	4002	221
-5.49	40.25	4002	160
-4.92	40.39	4002	192
-4.69	40.4	4002	545
-5.11	40.35	4002	141
-4.87	40.36	4002	164
-4.77	40.85	4002	78
-4.76	41.11	4002	135
-4.91	40.25	4002	486
-4.7	40.32	4002	481
-5.16	40.17	4002	240
-4.8	40.84	4002	59
-4.94	40.29	4002	329
-4.68	40.47	4002	201
-5	40.21	4002	183
-5.41	40.51	4002	203
-4.9	40.33	4002	147
-4.83	40.38	4002	179
-4.62	40.27	4002	682
-4.54	40.31	4002	266
-4.48	40.37	4002	813
-4.29	40.62	4002	653
-4.48	40.53	4002	210
-4.68	40.77	4002	153
-4.65	40.89	4002	143
-4.87	41.01	4002	1119
-4.99	41.07	4002	430
-4.96	40.97	4002	208
-5.02	40.84	4002	147
-5.03	40.72	4002	70
-4.92	40.62	4002	174
-5.47	40.41	4002	316
-5.64	40.38	4002	199
-5.55	40.29	4002	508
-5.4	40.32	4002	257
-5.28	40.34	4002	157
-4.86	40.55	4002	261
-4.76	40.6	4002	83
-4.87	40.4	4002	350
-4.8	40.46	4002	242
-5.21	40.69	4002	185
-4.78	40.91	4002	42
-4.88	40.8	4002	90
-4.72	40.93	4002	105
-4.43	40.67	4002	230
-5.05	40.37	4002	172
-5.1	40.57	4002	171
-5.29	40.51	4002	557
-5.17	40.33	4002	88
-4.79	40.77	4002	172
-4.66	40.65	4002	721.3
-3.03	41.92	4002	96
-3.66	42.29	4002	33
-3.6	42.33	4002	40
-3.13	42.5	4002	104
-3.61	43.12	4002	235
-3.67	41.62	4002	49
-3.8	41.74	4002	58
-3.31	42.99	4002	458
-3.44	42.86	4002	92
-3.47	43.07	4002	141
-3.65	43.04	4002	113
-3.77	43.02	4002	98
-3.55	42.83	4002	107
-3.11	41.95	4002	119
-2.98	41.95	4002	60
-4.02	42.4	4002	212
-3.85	42.05	4002	52
-3.93	41.85	4002	92
-4.02	41.83	4002	79
-3.29	43.12	4002	0
-3.07	41.94	4002	88
-3.75	41.68	4002	60
-3.65	42.04	4002	74
-3.57	42.94	4002	415
-3.58	42.45	4002	103
-3.74	42.39	4002	45
-3.22	42.98	4002	116
-3.23	42.79	4002	149
-3.38	42.8	4002	129
-3.8	42.94	4002	0
-3.74	42.74	4002	74
-3.98	42.59	4002	309
-4.2	42.61	4002	120
-4.23	42.44	4002	211
-4.12	42.28	4002	124
-3.67	42.35	4002	980.1
-3.78	42.3	4002	36
-3.83	42.48	4002	87
-3.88	42.4	4002	53
-3.83	42.34	4002	52
-3.88	42.24	4002	122
-3.96	42.22	4002	49
-3.86	42.09	4002	60
-3.97	42.07	4002	78
-3.78	42	4002	189
-3.71	42.13	4002	48
-3.51	42.26	4002	107
-3.66	42.22	4002	56
-3.52	42.03	4002	80
-3.8	41.81	4002	82
-3.87	41.75	4002	70
-4	41.73	4002	99
-3.82	41.59	4002	78
-3.91	41.66	4002	223
-3.67	41.65	4002	1653
-3.7	41.53	4002	65
-3.52	41.64	4002	68
-3.44	41.7	4002	94
-3.57	41.8	4002	80
-3.45	41.86	4002	75
-3.33	41.84	4002	169
-3.17	41.85	4002	169
-3.4	42.35	4002	74
-3.35	42.56	4002	459
-3.39	42.69	4002	255
-3.15	42.63	4002	50
-2.99	42.69	4002	2768
-2.69	42.71	4002	131
-3.16	42.42	4002	246
-3.21	42.31	4002	169
-3.27	42.03	4002	198
-3.06	42.06	4002	231
-3.66	41.83	4002	97
-3.31	42.16	4002	17
-3.48	42.45	4002	4
-3.67	42.55	4002	152
-5.85	42.16	4002	386
-4.98	42.68	4002	270
-5.67	42.16	4002	216
-5.56	42.43	4002	245
-6.67	42.65	4002	323
-6.91	42.71	4002	188
-5.9	42.29	4002	1821
-6.97	42.61	4002	146
-6.44	42.65	4002	1539
-5.94	42.51	4002	694
-6.67	42.38	4002	243
-5.68	42.34	4002	216
-6.57	42.74	4002	100
-4.85	42.98	4002	223
-6.72	42.49	4002	209
-5.81	42.45	4002	506
-6.62	42.62	4002	263
-5.52	42.4	4002	175
-6.16	42.97	4002	361
-6.72	42.6	4002	952
-6.67	42.58	4002	592
-6.77	42.84	4002	175
-5.55	42.97	4002	137
-6.72	42.55	4002	817
-5.83	42.59	4002	593
-5.75	42.8	4002	209
-6.78	42.49	4002	253
-6.17	42.19	4002	441
-6.45	42.57	4002	449
-5.84	42.25	4002	221
-5.6	42.11	4002	179
-5.77	42.61	4002	344
-6.5	42.61	4002	443
-6.85	42.57	4002	413
-5.1	42.93	4002	383
-5.66	42.73	4002	495
-5.15	42.64	4002	231
-6.58	42.64	4002	303
-5.68	42.47	4002	576
-6.63	42.27	4002	317
-5.22	42.78	4002	287
-6.33	42.66	4002	333
-5.53	42.74	4002	340
-5.26	42.66	4002	539
-5.87	42.46	4002	294
-6.26	42.74	4002	386
-5.75	42.31	4002	193
-5.65	42.24	4002	363
-5.57	42.57	4002	2486.4
-6.37	42.38	4002	247
-6.24	42.31	4002	397
-5.87	42.64	4002	424
-6.11	42.57	4002	256
-5.38	42.5	4002	299
-5.44	42.5	4002	137
-5.52	42.85	4002	501
-6.45	42.52	4002	175
-6.18	42.83	4002	319
-6.39	42.72	4002	282
-6.98	42.55	4002	210
-5.86	42.69	4002	217
-5.56	42.52	4002	313
-5.93	42.31	4002	200
-6.4	42.87	4002	336
-6.51	42.81	4002	370
-5.66	42.3	4002	152
-6.57	42.51	4002	964.9
-6.68	42.48	4002	279
-4.96	42.89	4002	165
-6.77	42.42	4002	387
-6.01	42.65	4002	402
-5.86	42.2	4002	175
-6.07	42.26	4002	323
-5.85	42.29	4002	140
-5.97	42.36	4002	386
-6.01	42.82	4002	465
-5.76	42.7	4002	233
-5.61	42.81	4002	835
-5.78	42.23	4002	219
-5.16	42.84	4002	396
-5.65	42.61	4002	3249
-6.63	42.66	4002	183
-5.91	42.39	4002	381
-5.99	42.99	4002	313
-6	42.47	4002	555
-5.72	42.41	4002	103
-5.4	42.76	4002	270
-6.27	42.44	4002	212
-5.91	42.24	4002	416
-5.92	42.36	4002	216
-5.73	42.35	4002	508
-5.83	42.74	4002	214
-5.84	42.48	4002	644
-5.62	42.54	4002	273
-5.63	42.65	4002	319
-6.86	42.5	4002	233
-5.89	42.33	4002	595
-6.5	42.71	4002	758
-6.32	42.55	4002	522
-6.85	42.66	4002	225
-5.87	42.54	4002	420
-5.78	42.38	4002	232
-5.46	42.59	4002	419
-5.82	42.31	4002	115
-5.41	42.98	4002	152
-5.42	42.88	4002	145
-5.23	42.55	4002	460
-6.03	42.4	4002	259
-6.11	42.43	4002	272
-5.63	42.41	4002	385
-5.68	42.57	4002	569
-5.41	42.83	4002	151
-6.76	42.76	4002	659
-5.54	42.49	4002	241
-6.95	42.66	4002	362
-5.33	42.77	4002	263
-5.38	42.67	4002	588
-6.35	42.98	4002	2022
-5.77	42.5	4002	215
-6.77	42.56	4002	667
-5.58	42.27	4002	127
-6.8	42.71	4002	1119
-6.18	42.64	4002	270
-5.58	42.18	4002	151
-5.6	42.34	4002	395
-6.01	42.58	4002	380
-6.02	42.29	4002	403
-6.05	42.5	4002	220
-5.54	42.11	4002	270
-5.54	42.65	4002	932
-5.92	42.43	4002	846
-5.92	42.47	4002	346
-5.38	42.53	4002	344
-5.49	42.52	4002	477
-5.84	42.38	4002	301
-4.97	42.54	4002	322
-5.72	42.26	4002	180
-5.7	42.95	4002	306
-5.52	42.19	4002	142
-6.65	42.83	4002	892
-5.93	42.88	4002	201
-5.89	42.77	4002	307
-5.66	42.87	4002	1179
-6.43	42.3	4002	360
-6.14	42.46	4002	2713
-6.1	42.32	4002	327
-5.98	42.18	4002	418
-5.75	42.15	4002	208
-5.56	42.22	4002	202
-5.45	42.1	4002	556
-5.47	42.43	4002	227
-5.51	42.35	4002	196
-5.22	42.29	4002	164
-5.01	42.36	4002	930
-5.19	42.43	4002	318
-5.43	42.17	4002	220
-5.47	42.29	4002	753
-5.35	42.39	4002	307
-5.01	42.57	4002	269
-5.12	42.52	4002	181
-4.97	42.82	4002	429
-5.09	42.77	4002	1116
-5.26	42.9	4002	664
-5.04	43.01	4002	90
-4.96	43.16	4002	209
-5.26	43.03	4002	198
-4.45	42.16	4002	143
-4.02	42.78	4002	35
-4.59	42.81	4002	198
-4.56	41.88	4002	565
-4.3	42.33	4002	196
-4.16	42.78	4002	170
-4.83	42.51	4002	177
-4.46	41.88	4002	95
-4.77	42.87	4002	396
-4.49	41.95	4002	279
-4.61	42.08	4002	181
-4.32	41.96	4002	178
-4.84	42.62	4002	185
-4.51	43.01	4002	173
-4.33	42.9	4002	813
-4.54	42.89	4002	752
-4.34	42.78	4002	1419
-4.84	42.74	4002	1344
-4.67	42.76	4002	387
-4.57	42.61	4002	144
-4.31	42.67	4002	427
-4.37	42.56	4002	689
-4.74	42.59	4002	581
-4.78	42.54	4002	184
-4.69	42.44	4002	113
-4.41	42.25	4002	258
-4.91	42.32	4002	377
-4.87	42.23	4002	197
-4.88	42.04	4002	262
-4.76	41.91	4002	179
