location subarea FID
1 1 1
2 2 20
3 3 19
4 2 20
5 2 20
6 4 18
7 5 425
8 5 425
9 4 18
10 4 18
11 6 145
12 7 22
13 5 425
14 5 425
15 5 425
16 6 145
17 6 145
18 5 425
19 5 425
20 6 145
21 8 272
22 8 272
23 8 272
24 9 240
25 10 273
26 8 272
27 8 272
28 11 422
29 12 427
30 13 421
31 14 552
32 14 552
33 15 9
34 16 261
35 16 261
36 16 261
37 17 262
38 18 271
39 10 273
40 10 273
41 19 270
42 19 270
43 11 422
44 11 422
45 11 422
46 9 240
47 9 240
48 14 552
49 14 552
50 15 9
51 20 357
52 21 143
53 16 261
54 16 261
55 22 258
56 22 258
57 18 271
58 23 437
59 24 436
60 25 442
61 25 442
62 26 245
63 27 431
64 28 430
65 28 430
66 28 430
67 14 552
68 29 551
69 30 179
70 31 355
71 31 355
72 32 925
73 33 356
74 33 356
75 21 143
76 21 143
77 34 260
78 34 260
79 22 258
80 35 265
81 23 437
82 23 437
83 24 436
84 25 442
85 26 245
86 26 245
87 27 431
88 36 429
89 28 430
90 28 430
91 29 551
92 29 551
93 31 355
94 32 925
95 32 925
96 37 549
97 37 549
98 38 638
99 39 640
100 40 142
101 40 142
102 34 260
103 34 260
104 41 259
105 42 438
106 42 438
107 43 435
108 43 435
109 44 440
110 44 440
111 27 431
112 36 429
113 45 433
114 46 242
115 47 923
116 32 925
117 48 926
118 49 861
119 37 549
120 38 638
121 38 638
122 39 640
123 39 640
124 40 142
125 40 142
126 34 260
127 41 259
128 50 55
129 51 264
130 42 438
131 42 438
132 43 435
133 44 440
134 52 432
135 45 433
136 53 122
137 54 922
138 55 921
139 55 921
140 56 927
141 49 861
142 49 861
143 57 634
144 57 634
145 57 634
146 39 640
147 39 640
148 58 53
149 58 53
150 41 259
151 50 55
152 50 55
153 59 263
154 59 263
155 60 441
156 61 439
157 61 439
158 62 268
159 63 266
160 52 432
161 52 432
162 64 862
163 65 924
164 65 924
165 66 863
166 66 863
167 67 637
168 68 636
169 69 639
170 69 639
171 70 407
172 58 53
173 58 53
174 58 53
175 58 53
176 71 633
177 72 54
178 73 144
179 73 144
180 60 441
181 60 441
182 61 439
183 63 266
184 63 266
185 63 266
186 52 432
187 74 434
188 75 864
189 64 862
190 65 924
191 76 866
192 77 860
193 78 405
194 79 635
195 69 639
196 69 639
197 70 407
198 80 21
199 80 21
200 80 21
201 81 398
202 71 633
203 71 633
204 82 631
205 83 269
206 83 269
207 83 269
208 84 267
209 63 266
210 63 266
211 63 266
212 85 390
213 85 390
214 86 86
215 87 550
216 87 550
217 88 865
218 88 865
219 76 866
220 76 866
221 89 411
222 89 411
223 90 406
224 90 406
225 70 407
226 91 215
227 91 215
228 91 215
229 81 398
230 81 398
231 92 630
232 82 631
233 83 269
234 84 267
235 84 267
236 84 267
237 85 390
238 86 86
239 86 86
240 87 550
241 87 550
242 93 400
243 94 399
244 95 401
245 95 401
246 89 411
247 89 411
248 96 410
249 97 409
250 98 408
251 98 408
252 91 215
253 81 398
254 99 397
255 100 632
256 101 793
257 101 793
258 102 792
259 102 792
260 84 267
261 84 267
262 84 267
263 103 204
264 104 121
265 104 121
266 105 403
267 105 403
268 94 399
269 94 399
270 106 402
271 89 411
272 107 221
273 107 221
274 97 409
275 108 225
276 109 35
277 110 216
278 99 397
279 99 397
280 111 629
281 112 794
282 102 792
283 102 792
284 102 792
285 113 219
286 113 219
287 103 204
288 103 204
289 114 389
290 104 121
291 105 403
292 105 403
293 105 403
294 115 404
295 106 402
296 106 402
297 116 222
298 117 223
299 118 224
300 108 225
301 108 225
302 110 216
303 119 395
304 119 395
305 120 626
306 121 796
307 122 795
308 122 795
309 123 93
310 113 219
311 113 219
312 113 219
313 124 391
314 125 388
315 125 388
316 114 389
317 126 238
318 115 404
319 116 222
320 116 222
321 117 223
322 118 224
323 118 224
324 127 214
325 127 214
326 127 214
327 119 395
328 119 395
329 120 626
330 128 627
331 129 628
332 130 94
333 123 93
334 123 93
335 113 219
336 131 205
337 132 393
338 132 393
339 133 237
340 133 237
341 126 238
342 134 353
343 135 226
344 135 226
345 136 643
346 137 228
347 137 228
348 127 214
349 127 214
350 127 214
351 119 395
352 138 396
353 138 396
354 139 218
355 140 217
356 130 94
357 130 94
358 141 34
359 141 34
360 131 205
361 142 202
362 143 394
363 144 233
364 145 234
365 146 392
366 126 238
367 147 38
368 148 352
369 149 414
370 150 413
371 136 643
372 137 228
373 151 227
374 151 227
375 152 91
376 152 91
377 138 396
378 138 396
379 138 396
380 153 211
381 154 212
382 155 88
383 155 88
384 156 112
385 141 34
386 157 109
387 142 202
388 142 202
389 144 233
390 158 236
391 158 236
392 159 235
393 160 416
394 161 412
395 162 645
396 163 644
397 164 642
398 164 642
399 151 227
400 152 91
401 165 90
402 165 90
403 166 92
404 167 213
405 167 213
406 154 212
407 155 88
408 155 88
409 168 108
410 168 108
411 157 109
412 142 202
413 169 203
414 169 203
415 158 236
416 159 235
417 159 235
418 160 416
419 161 412
420 170 418
421 170 418
422 171 417
423 164 642
424 172 338
425 172 338
426 173 339
427 165 90
428 166 92
429 174 207
430 167 213
431 167 213
432 175 209
433 175 209
434 176 111
435 176 111
436 168 108
437 177 120
438 177 120
439 169 203
440 169 203
441 158 236
442 159 235
443 159 235
444 178 12
445 179 11
