location subarea FID
1 1 117
2 1 117
3 1 117
4 1 117
5 1 117
6 1 117
7 1 117
8 1 117
9 1 117
10 1 117
11 2 5
12 2 5
13 2 5
14 2 5
15 1 117
16 2 5
17 2 5
18 2 5
19 2 5
20 2 5
21 2 5
22 2 5
23 2 5
24 3 116
25 4 66
26 4 66
27 4 66
28 3 116
29 3 116
30 3 116
31 5 0
32 5 0
33 5 0
34 6 64
35 6 64
36 6 64
37 4 66
38 4 66
39 4 66
40 4 66
41 7 77
42 7 77
43 3 116
44 3 116
45 3 116
46 3 116
47 3 116
48 5 0
49 5 0
50 5 0
51 5 0
52 6 64
53 6 64
54 6 64
55 4 66
56 4 66
57 4 66
58 7 77
59 7 77
60 7 77
61 3 116
62 3 116
63 3 116
64 3 116
65 3 116
66 3 116
67 5 0
68 5 0
69 5 0
70 5 0
71 8 3
72 8 3
73 9 4
74 9 4
75 10 63
76 6 64
77 6 64
78 6 64
79 11 75
80 4 66
81 7 77
82 7 77
83 7 77
84 7 77
85 12 76
86 3 116
87 3 116
88 3 116
89 3 116
90 13 114
91 5 0
92 5 0
93 5 0
94 8 3
95 8 3
96 9 4
97 9 4
98 9 4
99 10 63
100 10 63
101 10 63
102 6 64
103 11 75
104 11 75
105 11 75
106 7 77
107 7 77
108 7 77
109 12 76
110 12 76
111 3 116
112 3 116
113 13 114
114 13 114
115 8 3
116 8 3
117 8 3
118 8 3
119 14 17
120 14 17
121 14 17
122 10 63
123 10 63
124 10 63
125 10 63
126 10 63
127 11 75
128 11 75
129 11 75
130 11 75
131 7 77
132 15 115
133 12 76
134 13 114
135 13 114
136 13 114
137 8 3
138 8 3
139 8 3
140 8 3
141 14 17
142 14 17
143 14 17
144 14 17
145 10 63
146 10 63
147 10 63
148 10 63
149 10 63
150 16 65
151 16 65
152 11 75
153 11 75
154 11 75
155 11 75
156 15 115
157 15 115
158 15 115
159 15 115
160 13 114
161 13 114
162 8 3
163 8 3
164 8 3
165 14 17
166 14 17
167 14 17
168 14 17
169 14 17
170 17 16
171 17 16
172 17 16
173 18 59
174 18 59
175 16 65
176 16 65
177 16 65
178 16 65
179 19 74
180 19 74
181 15 115
182 15 115
183 15 115
184 15 115
185 13 114
186 13 114
187 13 114
188 8 3
189 8 3
190 14 17
191 14 17
192 14 17
193 14 17
194 14 17
195 17 16
196 17 16
197 17 16
198 17 16
199 18 59
200 18 59
201 16 65
202 16 65
203 16 65
204 16 65
205 19 74
206 19 74
207 19 74
208 15 115
209 15 115
210 15 115
211 13 114
212 13 114
213 13 114
214 13 114
215 8 3
216 8 3
217 14 17
218 14 17
219 14 17
220 14 17
221 14 17
222 14 17
223 17 16
224 17 16
225 17 16
226 18 59
227 18 59
228 18 59
229 18 59
230 16 65
231 16 65
232 19 74
233 19 74
234 19 74
235 19 74
236 15 115
237 13 114
238 13 114
239 13 114
240 20 18
241 20 18
242 20 18
243 20 18
244 20 18
245 14 17
246 14 17
247 14 17
248 17 16
249 17 16
250 17 16
251 18 59
252 18 59
253 18 59
254 18 59
255 21 62
256 22 61
257 22 61
258 22 61
259 22 61
260 19 74
261 19 74
262 23 119
263 23 119
264 24 121
265 24 121
266 20 18
267 20 18
268 20 18
269 20 18
270 20 18
271 20 18
272 20 18
273 17 16
274 17 16
275 17 16
276 18 59
277 18 59
278 18 59
279 21 62
280 21 62
281 22 61
282 22 61
283 22 61
284 22 61
285 22 61
286 23 119
287 23 119
288 23 119
289 24 121
290 24 121
291 20 18
292 20 18
293 20 18
294 20 18
295 20 18
296 20 18
297 20 18
298 20 18
299 17 16
300 17 16
301 17 16
302 18 59
303 21 62
304 21 62
305 21 62
306 21 62
307 22 61
308 22 61
309 22 61
310 25 72
311 23 119
312 23 119
313 23 119
314 23 119
315 23 119
316 24 121
317 26 123
318 20 18
319 20 18
320 20 18
321 27 24
322 28 25
323 28 25
324 29 60
325 29 60
326 30 70
327 30 70
328 21 62
329 21 62
330 31 71
331 31 71
332 25 72
333 25 72
334 25 72
335 25 72
336 23 119
337 23 119
338 23 119
339 24 121
340 24 121
341 26 123
342 20 18
343 27 24
344 27 24
345 28 25
346 28 25
347 28 25
348 29 60
349 29 60
350 29 60
351 30 70
352 30 70
353 30 70
354 32 67
355 31 71
356 25 72
357 25 72
358 25 72
359 25 72
360 23 119
361 23 119
362 23 119
363 23 119
364 24 121
365 24 121
366 26 123
367 33 124
368 20 18
369 27 24
370 27 24
371 28 25
372 28 25
373 28 25
374 29 60
375 29 60
376 29 60
377 30 70
378 30 70
379 30 70
380 32 67
381 32 67
382 34 68
383 34 68
384 34 68
385 34 68
386 34 68
387 23 119
388 23 119
389 35 118
390 35 118
391 35 118
392 35 118
393 27 24
394 27 24
395 28 25
396 28 25
397 28 25
398 28 25
399 29 60
400 29 60
401 29 60
402 29 60
403 36 73
404 30 70
405 32 67
406 34 68
407 34 68
408 34 68
409 34 68
410 34 68
411 34 68
412 37 120
413 35 118
414 35 118
415 35 118
416 35 118
417 35 118
418 38 23
419 38 23
420 38 23
421 28 25
422 28 25
423 28 25
424 28 25
425 29 60
426 29 60
427 29 60
428 36 73
429 36 73
430 36 73
431 39 69
432 39 69
433 39 69
434 34 68
435 34 68
436 37 120
437 37 120
438 37 120
439 35 118
440 35 118
441 35 118
442 35 118
443 35 118
444 35 118
445 40 125
446 40 125
447 40 125
448 41 27
449 38 23
450 28 25
451 28 25
452 42 26
453 42 26
454 29 60
455 29 60
456 29 60
457 36 73
458 36 73
459 36 73
460 39 69
461 39 69
462 43 11
463 43 11
464 37 120
465 37 120
466 37 120
467 37 120
468 37 120
469 35 118
470 35 118
471 35 118
472 35 118
473 35 118
474 40 125
475 40 125
476 41 27
477 41 27
478 44 49
479 44 49
480 44 49
481 44 49
482 42 26
483 42 26
484 42 26
485 42 26
486 42 26
487 29 60
488 36 73
489 36 73
490 36 73
491 45 13
492 43 11
493 43 11
494 43 11
495 37 120
496 37 120
497 37 120
498 37 120
499 37 120
500 46 122
501 46 122
502 35 118
503 35 118
504 35 118
505 40 125
506 40 125
507 47 1
508 47 1
509 48 28
510 49 45
511 49 45
512 49 45
513 44 49
514 44 49
515 42 26
516 42 26
517 42 26
518 42 26
519 42 26
520 50 2
521 50 2
522 45 13
523 45 13
524 45 13
525 45 13
526 45 13
527 43 11
528 37 120
529 37 120
530 37 120
531 37 120
532 46 122
533 46 122
534 46 122
535 51 127
536 52 126
537 52 126
538 52 126
539 48 28
540 48 28
541 48 28
542 48 28
543 49 45
544 49 45
545 49 45
546 49 45
547 42 26
548 42 26
549 42 26
550 42 26
551 42 26
552 50 2
553 50 2
554 50 2
555 50 2
556 45 13
557 45 13
558 45 13
559 45 13
560 45 13
561 37 120
562 37 120
563 46 122
564 46 122
565 46 122
566 46 122
567 51 127
568 51 127
569 52 126
570 52 126
571 52 126
572 52 126
573 48 28
574 48 28
575 48 28
576 53 50
577 49 45
578 49 45
579 49 45
580 49 45
581 54 46
582 42 26
583 42 26
584 42 26
585 42 26
586 42 26
587 50 2
588 50 2
589 50 2
590 50 2
591 50 2
592 45 13
593 45 13
594 45 13
595 45 13
596 45 13
597 46 122
598 46 122
599 46 122
600 46 122
601 46 122
602 46 122
603 51 127
604 51 127
605 52 126
606 52 126
607 52 126
608 52 126
609 52 126
610 48 28
611 48 28
612 48 28
613 53 50
614 53 50
615 53 50
616 55 48
617 55 48
618 49 45
619 49 45
620 49 45
621 54 46
622 54 46
623 54 46
624 42 26
625 42 26
626 42 26
627 50 2
628 50 2
629 50 2
630 50 2
631 50 2
632 56 12
633 56 12
634 45 13
635 45 13
636 57 112
637 57 112
638 58 111
639 58 111
640 58 111
641 58 111
642 59 113
643 51 127
644 51 127
645 52 126
646 52 126
647 52 126
648 52 126
649 60 79
650 60 79
651 60 79
652 53 50
653 53 50
654 55 48
655 55 48
656 55 48
657 55 48
658 49 45
659 49 45
660 49 45
661 54 46
662 54 46
663 54 46
664 54 46
665 54 46
666 61 20
667 61 20
668 61 20
669 42 26
670 50 2
671 50 2
672 50 2
673 50 2
674 50 2
675 56 12
676 56 12
677 56 12
678 56 12
679 56 12
680 57 112
681 57 112
682 57 112
683 57 112
684 59 113
685 59 113
686 51 127
687 51 127
688 51 127
689 52 126
690 52 126
691 52 126
692 60 79
693 60 79
694 60 79
695 62 30
696 62 30
697 55 48
698 55 48
699 55 48
700 55 48
701 55 48
702 55 48
703 63 47
704 63 47
705 63 47
706 63 47
707 64 19
708 64 19
709 61 20
710 61 20
711 61 20
712 50 2
713 50 2
714 50 2
715 50 2
716 65 133
717 56 12
718 56 12
719 56 12
720 56 12
721 56 12
722 66 14
723 57 112
724 57 112
725 57 112
726 57 112
727 59 113
728 59 113
729 51 127
730 51 127
731 52 126
732 52 126
733 60 79
734 60 79
735 60 79
736 60 79
737 62 30
738 62 30
739 55 48
740 55 48
741 55 48
742 63 47
743 63 47
744 63 47
745 63 47
746 64 19
747 64 19
748 64 19
749 61 20
750 61 20
751 61 20
752 61 20
753 67 134
754 67 134
755 65 133
756 65 133
757 65 133
758 65 133
759 56 12
760 56 12
761 56 12
762 66 14
763 66 14
764 68 15
765 57 112
766 57 112
767 57 112
768 59 113
769 59 113
770 51 127
771 51 127
772 51 127
773 52 126
774 69 78
775 69 78
776 69 78
777 69 78
778 70 80
779 62 30
780 62 30
781 62 30
782 71 107
783 71 107
784 72 108
785 72 108
786 72 108
787 72 108
788 73 44
789 63 47
790 63 47
791 64 19
792 64 19
793 64 19
794 61 20
795 61 20
796 61 20
797 74 22
798 67 134
799 67 134
800 67 134
801 65 133
802 65 133
803 65 133
804 65 133
805 56 12
806 66 14
807 66 14
808 66 14
809 68 15
810 68 15
811 68 15
812 68 15
813 75 88
814 51 127
815 51 127
816 51 127
817 69 78
818 69 78
819 69 78
820 69 78
821 70 80
822 76 81
823 62 30
824 62 30
825 62 30
826 62 30
827 71 107
828 71 107
829 71 107
830 72 108
831 72 108
832 72 108
833 72 108
834 73 44
835 63 47
836 63 47
837 64 19
838 64 19
839 64 19
840 74 22
841 74 22
842 74 22
843 74 22
844 74 22
845 67 134
846 67 134
847 67 134
848 67 134
849 65 133
850 65 133
851 65 133
852 65 133
853 66 14
854 66 14
855 66 14
856 66 14
857 68 15
858 68 15
859 68 15
860 75 88
861 75 88
862 75 88
863 75 88
864 77 87
865 77 87
866 69 78
867 69 78
868 69 78
869 69 78
870 69 78
871 76 81
872 76 81
873 76 81
874 62 30
875 78 106
876 78 106
877 71 107
878 72 108
879 73 44
880 73 44
881 73 44
882 73 44
883 63 47
884 79 21
885 79 21
886 79 21
887 79 21
888 74 22
889 74 22
890 74 22
891 74 22
892 80 163
893 67 134
894 67 134
895 67 134
896 67 134
897 65 133
898 65 133
899 65 133
900 65 133
901 66 14
902 66 14
903 81 132
904 81 132
905 81 132
906 82 90
907 82 90
908 75 88
909 75 88
910 75 88
911 83 86
912 77 87
913 77 87
914 77 87
915 69 78
916 69 78
917 76 81
918 76 81
919 78 106
920 78 106
921 78 106
922 84 105
923 72 108
924 85 54
925 73 44
926 73 44
927 73 44
928 73 44
929 79 21
930 79 21
931 79 21
932 79 21
933 79 21
934 79 21
935 86 164
936 86 164
937 86 164
938 80 163
939 80 163
940 67 134
941 67 134
942 67 134
943 87 162
944 87 162
945 65 133
946 65 133
947 65 133
948 81 132
949 81 132
950 81 132
951 81 132
952 82 90
953 82 90
954 75 88
955 75 88
956 83 86
957 77 87
958 77 87
959 77 87
960 77 87
961 88 82
962 69 78
963 76 81
964 76 81
965 76 81
966 76 81
967 76 81
968 89 29
969 90 55
970 78 106
971 78 106
972 84 105
973 84 105
974 91 109
975 91 109
976 85 54
977 85 54
978 73 44
979 73 44
980 73 44
981 92 10
982 79 21
983 79 21
984 79 21
985 79 21
986 79 21
987 86 164
988 86 164
989 86 164
990 80 163
991 80 163
992 80 163
993 67 134
994 67 134
995 87 162
996 87 162
997 87 162
998 87 162
999 87 162
1000 81 132
1001 93 168
1002 93 168
1003 93 168
1004 82 90
1005 82 90
1006 75 88
1007 83 86
1008 83 86
1009 77 87
1010 77 87
1011 77 87
1012 88 82
1013 88 82
1014 88 82
1015 76 81
1016 76 81
1017 76 81
1018 76 81
1019 89 29
1020 89 29
1021 90 55
1022 78 106
1023 78 106
1024 84 105
1025 84 105
1026 91 109
1027 91 109
1028 91 109
1029 85 54
1030 85 54
1031 85 54
1032 85 54
1033 92 10
1034 92 10
1035 92 10
1036 79 21
1037 79 21
1038 79 21
1039 94 176
1040 86 164
1041 86 164
1042 86 164
1043 80 163
1044 80 163
1045 80 163
1046 87 162
1047 87 162
1048 87 162
1049 87 162
1050 87 162
1051 87 162
1052 93 168
1053 93 168
1054 93 168
1055 93 168
1056 93 168
1057 82 90
1058 95 89
1059 95 89
1060 95 89
1061 77 87
1062 77 87
1063 88 82
1064 88 82
1065 88 82
1066 88 82
1067 88 82
1068 96 36
1069 96 36
1070 89 29
1071 89 29
1072 89 29
1073 89 29
1074 90 55
1075 78 106
1076 84 105
1077 91 109
1078 91 109
1079 91 109
1080 97 51
1081 97 51
1082 97 51
1083 98 53
1084 98 53
1085 92 10
1086 92 10
1087 92 10
1088 92 10
1089 99 9
1090 99 9
1091 94 176
1092 94 176
1093 94 176
1094 86 164
1095 80 163
1096 80 163
1097 80 163
1098 80 163
1099 87 162
1100 87 162
1101 87 162
1102 87 162
1103 87 162
1104 87 162
1105 93 168
1106 93 168
1107 93 168
1108 93 168
1109 93 168
1110 93 168
1111 100 31
1112 100 31
1113 100 31
1114 100 31
1115 100 31
1116 88 82
1117 88 82
1118 88 82
1119 88 82
1120 88 82
1121 96 36
1122 96 36
1123 96 36
1124 89 29
1125 89 29
1126 89 29
1127 90 55
1128 101 110
1129 91 109
1130 91 109
1131 91 109
1132 97 51
1133 97 51
1134 97 51
1135 98 53
1136 98 53
1137 98 53
1138 92 10
1139 99 9
1140 99 9
1141 99 9
1142 94 176
1143 94 176
1144 94 176
1145 94 176
1146 102 175
1147 102 175
1148 102 175
1149 87 162
1150 87 162
1151 87 162
1152 87 162
1153 103 167
1154 103 167
1155 103 167
1156 93 168
1157 93 168
1158 93 168
1159 104 182
1160 104 182
1161 104 182
1162 100 31
1163 100 31
1164 100 31
1165 88 82
1166 88 82
1167 88 82
1168 88 82
1169 88 82
1170 88 82
1171 96 36
1172 96 36
1173 96 36
1174 96 36
1175 89 29
1176 89 29
1177 89 29
1178 101 110
1179 105 102
1180 105 102
1181 105 102
1182 97 51
1183 97 51
1184 97 51
1185 98 53
1186 98 53
1187 98 53
1188 92 10
1189 99 9
1190 99 9
1191 94 176
1192 94 176
1193 94 176
1194 102 175
1195 102 175
1196 102 175
1197 102 175
1198 102 175
1199 103 167
1200 103 167
1201 103 167
1202 103 167
1203 103 167
1204 106 181
1205 106 181
1206 93 168
1207 104 182
1208 104 182
1209 104 182
1210 104 182
1211 100 31
1212 100 31
1213 88 82
1214 88 82
1215 88 82
1216 88 82
1217 88 82
1218 96 36
1219 96 36
1220 96 36
1221 96 36
1222 96 36
1223 107 137
1224 101 110
1225 101 110
1226 101 110
1227 105 102
1228 105 102
1229 105 102
1230 105 102
1231 105 102
1232 108 159
1233 108 159
1234 108 159
1235 108 159
1236 109 177
1237 94 176
1238 94 176
1239 94 176
1240 102 175
1241 102 175
1242 102 175
1243 102 175
1244 102 175
1245 103 167
1246 103 167
1247 103 167
1248 106 181
1249 106 181
1250 106 181
1251 104 182
1252 104 182
1253 104 182
1254 104 182
1255 104 182
1256 104 182
1257 110 85
1258 88 82
1259 88 82
1260 88 82
1261 88 82
1262 111 142
1263 96 36
1264 96 36
1265 96 36
1266 96 36
1267 107 137
1268 107 137
1269 112 58
1270 101 110
1271 105 102
1272 105 102
1273 105 102
1274 113 52
1275 108 159
1276 108 159
1277 108 159
1278 108 159
1279 109 177
1280 109 177
1281 109 177
1282 94 176
1283 114 184
1284 115 188
1285 102 175
1286 102 175
1287 102 175
1288 102 175
1289 102 175
1290 116 165
1291 103 167
1292 106 181
1293 106 181
1294 106 181
1295 104 182
1296 104 182
1297 104 182
1298 104 182
1299 110 85
1300 110 85
1301 110 85
1302 111 142
1303 111 142
1304 111 142
1305 111 142
1306 117 91
1307 96 36
1308 96 36
1309 107 137
1310 107 137
1311 112 58
1312 112 58
1313 101 110
1314 105 102
1315 105 102
1316 105 102
1317 113 52
1318 113 52
1319 113 52
1320 108 159
1321 108 159
1322 108 159
1323 109 177
1324 109 177
1325 109 177
1326 109 177
1327 114 184
1328 114 184
1329 114 184
1330 115 188
1331 115 188
1332 115 188
1333 115 188
1334 118 171
1335 116 165
1336 119 166
1337 106 181
1338 106 181
1339 104 182
1340 104 182
1341 104 182
1342 110 85
1343 110 85
1344 110 85
1345 110 85
1346 111 142
1347 111 142
1348 111 142
1349 117 91
1350 117 91
1351 120 136
1352 120 136
1353 107 137
1354 107 137
1355 112 58
1356 101 110
1357 105 102
1358 105 102
1359 105 102
1360 113 52
1361 113 52
1362 121 160
1363 108 159
1364 108 159
1365 108 159
1366 108 159
1367 109 177
1368 109 177
1369 122 185
1370 122 185
1371 114 184
1372 114 184
1373 114 184
1374 115 188
1375 115 188
1376 118 171
1377 118 171
1378 116 165
1379 116 165
1380 123 179
1381 124 178
1382 125 180
1383 104 182
1384 110 85
1385 110 85
1386 110 85
1387 110 85
1388 110 85
1389 111 142
1390 111 142
1391 111 142
1392 117 91
1393 117 91
1394 117 91
1395 120 136
1396 126 135
1397 112 58
1398 127 156
1399 113 52
1400 121 160
1401 121 160
1402 121 160
1403 121 160
1404 108 159
1405 122 185
1406 122 185
1407 122 185
1408 122 185
1409 128 183
1410 128 183
1411 115 188
1412 118 171
1413 118 171
1414 118 171
1415 116 165
1416 116 165
1417 123 179
1418 123 179
1419 123 179
1420 124 178
1421 129 84
1422 130 141
1423 130 141
1424 130 141
1425 130 141
1426 130 141
1427 131 140
1428 131 140
1429 111 142
1430 117 91
1431 117 91
1432 117 91
1433 126 135
1434 132 138
1435 133 56
1436 112 58
1437 112 58
1438 134 57
1439 134 57
1440 127 156
1441 135 101
1442 121 160
1443 121 160
1444 121 160
1445 121 160
1446 121 160
1447 121 160
1448 122 185
1449 122 185
1450 122 185
1451 128 183
1452 128 183
1453 115 188
1454 118 171
1455 118 171
1456 118 171
