location subarea FID
1 2 2
2 4 4
3 4 4
4 8 8
5 7 7
6 7 7
7 8 8
8 8 8
9 7 7
10 7 7
11 15 15
12 15 15
13 14 14
14 13 13
15 13 13
16 15 15
17 15 15
18 14 14
19 13 13
20 23 23
21 23 23
22 22 22
23 21 21
24 18 18
25 31 31
26 31 31
27 30 30
28 29 29
29 28 28
30 28 28
31 38 38
32 38 38
33 37 37
34 35 35
35 34 34
36 34 34
37 33 33
38 32 32
39 32 32
40 31 31
41 31 31
42 30 30
43 29 29
44 29 29
45 28 28
46 27 27
47 26 26
48 55 55
49 55 55
50 54 54
51 53 53
52 49 49
53 48 48
54 48 48
55 47 47
56 46 46
57 46 46
58 45 45
59 45 45
60 44 44
61 43 43
62 43 43
63 42 42
64 42 42
65 41 41
66 40 40
67 74 74
68 74 74
69 73 73
70 72 72
71 72 72
72 71 71
73 71 71
74 70 70
75 66 66
76 66 66
77 65 65
78 65 65
79 64 64
80 63 63
81 63 63
82 62 62
83 62 62
84 61 61
85 60 60
86 60 60
87 59 59
88 59 59
89 58 58
90 57 57
91 74 74
92 73 73
93 72 72
94 72 72
95 71 71
96 71 71
97 70 70
98 69 69
99 67 67
100 66 66
101 66 66
102 65 65
103 65 65
104 64 64
105 63 63
106 63 63
107 62 62
108 62 62
109 61 61
110 60 60
111 60 60
112 59 59
113 57 57
114 57 57
115 91 91
116 91 91
117 90 90
118 90 90
119 89 89
120 88 88
121 88 88
122 87 87
123 86 86
124 85 85
125 85 85
126 84 84
127 84 84
128 83 83
129 82 82
130 82 82
131 81 81
132 81 81
133 80 80
134 78 78
135 76 76
136 75 75
137 92 92
138 91 91
139 91 91
140 90 90
141 90 90
142 89 89
143 88 88
144 88 88
145 87 87
146 87 87
147 86 86
148 85 85
149 85 85
150 84 84
151 84 84
152 83 83
153 82 82
154 82 82
155 81 81
156 81 81
157 80 80
158 79 79
159 79 79
160 78 78
161 78 78
162 109 109
163 108 108
164 108 108
165 107 107
166 107 107
167 106 106
168 105 105
169 105 105
170 104 104
171 104 104
172 103 103
173 102 102
174 102 102
175 101 101
176 101 101
177 100 100
178 99 99
179 99 99
180 98 98
181 98 98
182 97 97
183 96 96
184 96 96
185 95 95
186 95 95
187 94 94
188 128 128
189 127 127
190 127 127
191 126 126
192 126 126
193 125 125
194 124 124
195 124 124
196 123 123
197 123 123
198 122 122
199 121 121
200 121 121
201 120 120
202 120 120
203 119 119
204 118 118
205 118 118
206 117 117
207 117 117
208 116 116
209 115 115
210 115 115
211 114 114
212 114 114
213 113 113
214 112 112
215 129 129
216 128 128
217 127 127
218 127 127
219 126 126
220 126 126
221 125 125
222 124 124
223 124 124
224 123 123
225 123 123
226 122 122
227 121 121
228 121 121
229 120 120
230 120 120
231 119 119
232 118 118
233 117 117
234 117 117
235 116 116
236 115 115
237 113 113
238 112 112
239 112 112
240 148 148
241 147 147
242 146 146
243 146 146
244 145 145
245 145 145
246 144 144
247 143 143
248 143 143
249 142 142
250 142 142
251 141 141
252 140 140
253 140 140
254 139 139
255 139 139
256 138 138
257 137 137
258 137 137
259 136 136
260 136 136
261 135 135
262 134 134
263 134 134
264 131 131
265 130 130
266 147 147
267 146 146
268 146 146
269 145 145
270 145 145
271 144 144
272 143 143
273 143 143
274 142 142
275 142 142
276 141 141
277 140 140
278 140 140
279 139 139
280 139 139
281 138 138
282 137 137
283 137 137
284 136 136
285 136 136
286 135 135
287 134 134
288 134 134
289 131 131
290 130 130
291 167 167
292 166 166
293 165 165
294 165 165
295 164 164
296 164 164
297 163 163
298 162 162
299 162 162
300 161 161
301 161 161
302 159 159
303 159 159
304 158 158
305 158 158
306 157 157
307 156 156
308 156 156
309 155 155
310 155 155
311 154 154
312 153 153
313 153 153
314 152 152
315 152 152
316 150 150
317 149 149
318 184 184
319 183 183
320 182 182
321 181 181
322 181 181
323 180 180
324 180 180
325 179 179
326 178 178
327 178 178
328 177 177
329 177 177
330 176 176
331 175 175
332 175 175
333 174 174
334 174 174
335 173 173
336 172 172
337 172 172
338 171 171
339 169 169
340 169 169
341 168 168
342 184 184
343 183 183
344 182 182
345 181 181
346 181 181
347 180 180
348 180 180
349 179 179
350 178 178
351 178 178
352 177 177
353 177 177
354 176 176
355 175 175
356 175 175
357 174 174
358 174 174
359 173 173
360 172 172
361 172 172
362 171 171
363 171 171
364 170 170
365 169 169
366 169 169
367 168 168
368 204 204
369 203 203
370 202 202
371 201 201
372 201 201
373 200 200
374 200 200
375 199 199
376 198 198
377 198 198
378 197 197
379 197 197
380 196 196
381 195 195
382 195 195
383 194 194
384 194 194
385 193 193
386 192 192
387 192 192
388 191 191
389 191 191
390 190 190
391 189 189
392 189 189
393 204 204
394 203 203
395 202 202
396 201 201
397 201 201
398 200 200
399 200 200
400 199 199
401 198 198
402 198 198
403 197 197
404 197 197
405 196 196
406 195 195
407 195 195
408 194 194
409 194 194
410 193 193
411 192 192
412 192 192
413 191 191
414 191 191
415 190 190
416 189 189
417 189 189
418 225 225
419 224 224
420 224 224
421 223 223
422 222 222
423 222 222
424 221 221
425 221 221
426 220 220
427 219 219
428 219 219
429 218 218
430 218 218
431 217 217
432 216 216
433 216 216
434 215 215
435 215 215
436 214 214
437 213 213
438 213 213
439 212 212
440 212 212
441 211 211
442 210 210
443 210 210
444 209 209
445 209 209
446 208 208
447 207 207
448 207 207
449 244 244
450 243 243
451 242 242
452 242 242
453 241 241
454 241 241
455 240 240
456 239 239
457 239 239
458 238 238
459 238 238
460 237 237
461 236 236
462 236 236
463 235 235
464 235 235
465 234 234
466 233 233
467 233 233
468 232 232
469 232 232
470 231 231
471 230 230
472 230 230
473 229 229
474 229 229
475 228 228
476 227 227
477 227 227
478 247 247
479 246 246
480 246 246
481 245 245
482 243 243
483 242 242
484 242 242
485 241 241
486 241 241
487 240 240
488 239 239
489 239 239
490 238 238
491 238 238
492 237 237
493 236 236
494 236 236
495 235 235
496 235 235
497 234 234
498 233 233
499 233 233
500 232 232
501 232 232
502 231 231
503 230 230
504 230 230
505 229 229
506 229 229
507 228 228
508 227 227
509 227 227
510 272 272
511 272 272
512 271 271
513 271 271
514 270 270
515 266 266
516 265 265
517 265 265
518 264 264
519 264 264
520 263 263
521 262 262
522 262 262
523 261 261
524 261 261
525 260 260
526 259 259
527 259 259
528 258 258
529 258 258
530 257 257
531 256 256
532 256 256
533 255 255
534 255 255
535 254 254
536 253 253
537 253 253
538 252 252
539 252 252
