location subarea FID
1 2 2
2 2 2
3 1 1
4 2 2
5 2 2
6 1 1
7 5 5
8 5 5
9 5 5
10 4 4
11 6 6
12 6 6
13 5 5
14 5 5
15 5 5
16 6 6
17 6 6
18 5 5
19 5 5
20 6 6
21 6 6
22 5 5
23 5 5
24 4 4
25 10 10
26 10 10
27 9 9
28 9 9
29 9 9
30 8 8
31 15 15
32 15 15
33 14 14
34 11 11
35 11 11
36 11 11
37 11 11
38 10 10
39 10 10
40 10 10
41 10 10
42 9 9
43 9 9
44 9 9
45 9 9
46 8 8
47 8 8
48 15 15
49 15 15
50 14 14
51 14 14
52 11 11
53 11 11
54 11 11
55 11 11
56 10 10
57 10 10
58 10 10
59 10 10
60 9 9
61 9 9
62 9 9
63 9 9
64 8 8
65 8 8
66 8 8
67 15 15
68 15 15
69 14 14
70 14 14
71 14 14
72 14 14
73 13 13
74 13 13
75 12 12
76 11 11
77 11 11
78 11 11
79 11 11
80 10 10
81 10 10
82 10 10
83 10 10
84 9 9
85 9 9
86 9 9
87 9 9
88 8 8
89 8 8
90 8 8
91 24 24
92 23 23
93 23 23
94 23 23
95 23 23
96 22 22
97 22 22
98 22 22
99 21 21
100 21 21
101 20 20
102 20 20
103 20 20
104 20 20
105 19 19
106 19 19
107 19 19
108 19 19
109 18 18
110 18 18
111 18 18
112 17 17
113 17 17
114 17 17
115 23 23
116 23 23
117 23 23
118 22 22
119 22 22
120 22 22
121 22 22
122 21 21
123 21 21
124 21 21
125 20 20
126 20 20
127 20 20
128 20 20
129 19 19
130 19 19
131 19 19
132 19 19
133 18 18
134 17 17
135 17 17
136 16 16
137 23 23
138 23 23
139 23 23
140 23 23
141 22 22
142 22 22
143 22 22
144 22 22
145 21 21
146 21 21
147 21 21
148 21 21
149 20 20
150 20 20
151 20 20
152 20 20
153 19 19
154 19 19
155 19 19
156 19 19
157 18 18
158 18 18
159 18 18
160 18 18
161 17 17
162 23 23
163 23 23
164 23 23
165 23 23
166 22 22
167 22 22
168 22 22
169 22 22
170 21 21
171 21 21
172 21 21
173 21 21
174 20 20
175 20 20
176 20 20
177 20 20
178 19 19
179 19 19
180 19 19
181 19 19
182 18 18
183 18 18
184 18 18
185 18 18
186 17 17
187 17 17
188 32 32
189 32 32
190 32 32
191 32 32
192 31 31
193 31 31
194 31 31
195 31 31
