location subarea FID
1 41 41
2 33 33
3 33 33
4 33 33
5 33 33
6 33 33
7 33 33
8 41 41
9 33 33
10 33 33
11 33 33
12 33 33
13 41 41
14 41 41
15 41 41
16 41 41
17 41 41
18 41 41
19 41 41
20 41 41
21 41 41
22 41 41
23 41 41
24 41 41
25 41 41
26 41 41
27 41 41
28 41 41
29 41 41
30 41 41
31 41 41
32 41 41
33 41 41
34 41 41
35 41 41
36 41 41
37 41 41
38 41 41
39 41 41
40 41 41
41 41 41
42 41 41
43 33 33
44 41 41
45 41 41
46 41 41
47 41 41
48 41 41
49 41 41
50 41 41
51 41 41
52 41 41
53 41 41
54 41 41
55 40 40
56 40 40
57 40 40
58 40 40
59 40 40
60 40 40
61 40 40
62 40 40
63 40 40
64 40 40
65 40 40
66 47 47
67 40 40
68 40 40
69 40 40
70 40 40
71 40 40
72 47 47
73 32 32
74 32 32
75 32 32
76 32 32
77 32 32
78 40 40
79 40 40
80 40 40
81 40 40
82 47 47
83 47 47
84 47 47
85 25 25
86 25 25
87 25 25
88 25 25
89 32 32
90 40 40
91 40 40
92 40 40
93 40 40
94 40 40
95 47 47
96 47 47
97 47 47
98 47 47
99 25 25
100 25 25
101 25 25
102 25 25
103 40 40
104 40 40
105 40 40
106 40 40
107 40 40
108 40 40
109 40 40
110 40 40
111 40 40
112 47 47
113 25 25
114 25 25
115 25 25
116 25 25
117 40 40
118 40 40
119 40 40
120 40 40
121 40 40
122 40 40
123 47 47
124 47 47
125 25 25
126 25 25
127 25 25
128 25 25
129 25 25
130 32 32
131 32 32
132 32 32
133 40 40
134 40 40
135 40 40
136 40 40
137 40 40
138 40 40
139 47 47
140 47 47
141 47 47
142 25 25
143 25 25
144 25 25
145 25 25
146 25 25
147 25 25
148 25 25
149 25 25
150 32 32
151 40 40
152 40 40
153 40 40
154 47 47
155 47 47
156 25 25
157 25 25
158 25 25
159 25 25
160 25 25
161 25 25
162 25 25
163 32 32
164 32 32
165 32 32
166 32 32
167 32 32
168 40 40
169 40 40
170 40 40
171 25 25
172 25 25
173 25 25
