customer weight coord_x coord_y id_grid5km fid
1 51484.20927656982 3859533.886436741 2284448.02565863 0 51.0
2 28240.12748671975 3863163.446493004 2284172.9068417875 1 119.0
3 2543.6255607406806 3862907.677509858 2280569.808392873 2 120.0
4 32239.647074455992 3867046.895480905 2287501.326508147 3 186.0
5 14460.540860075851 3866793.1929584406 2283899.9628205085 4 187.0
6 2234.3554904566226 3866539.454011817 2280296.7433784697 5 188.0
7 25669.72433567292 3870926.433492796 2290830.30487284 6 253.0
8 110765.32692030612 3870674.79708294 2287230.6773964143 7 254.0
9 2817.8017156797705 3870423.1243511913 2283629.193650924 8 255.0
10 12984.037500049919 3870171.41548966 2280025.854182249 9 256.0
11 46454.29112958689 3875301.091492338 2301350.0457820706 10 318.0
12 29609.237115286614 3875051.593843763 2297755.871139296 11 319.0
13 45978.39891199301 3874802.059599447 2294159.8386413683 12 320.0
14 27481.975437655467 3874552.48894896 2290561.9488237323 13 321.0
15 83193.4393976058 3874302.882082206 2286962.20222535 14 322.0
16 13087.51303690324 3878921.241833535 2301084.217408897 15 386.0
17 31384.23624200507 3878673.772879341 2297489.924520336 16 387.0
18 26209.857449362167 3878426.267629824 2293893.7738067163 17 388.0
19 13284.393680720807 3878178.726273016 2290295.7658036365 18 389.0
20 57561.677480338905 3882541.572418663 2300820.559217449 19 454.0
21 4430.407626628799 3882296.1322065615 2297226.149050722 20 455.0
22 2770.416197131474 3882050.655999492 2293629.881088786 21 456.0
23 28907.68812399734 3881805.143983947 2290031.755867394 22 457.0
24 122892.23705958291 3880331.330397377 2268404.0325373225 23 463.0
25 48156.56379811012 3886162.081767908 2300559.0712622134 24 522.0
26 14695.097014657042 3885918.670345217 2296964.5447849096 25 523.0
27 10729.052654289397 3885675.2232278488 2293368.160542001 26 524.0
28 13776.304411566549 3885431.74060076 2289769.9190693977 27 525.0
29 83224.07750772065 3884944.669558853 2282567.8665963407 28 527.0
30 89864.4264408315 3884701.08151556 2278964.056685349 29 528.0
31 7685.335926332946 3894602.707662793 2371801.670898788 30 570.0
32 26376.240675867746 3894362.070990788 2368244.2909848327 31 571.0
33 72855.75430939745 3894121.395323096 2364685.043347028 32 572.0
34 59800.62181764853 3891230.3104051687 2321828.5624821084 33 584.0
35 4557.223661209957 3890989.144019346 2318245.0781395203 34 585.0
36 7695.61060897811 3890747.9411452888 2314659.732918144 35 586.0
37 8811.07400500274 3890506.7019644943 2311072.527332985 36 587.0
38 10301.361668908496 3890265.426658783 2307483.4619025327 37 588.0
39 31744.715377924324 3890024.11541029 2303892.5371487755 38 589.0
40 29575.77383914561 3889782.768401477 2300299.7535972293 39 590.0
41 14963.137496347288 3889541.385815119 2296705.111776903 40 591.0
42 8438.033969339038 3889299.967834314 2293108.612220336 41 592.0
43 17755.398782149532 3889058.514642479 2289510.255463587 42 593.0
