customer weight coord_x coord_y
1 8.0 2.0 82.0
2 12.0 33.0 60.0
3 4.0 84.0 15.0
4 10.0 41.0 21.0
5 10.0 8.0 17.0
6 16.0 13.0 73.0
7 16.0 51.0 66.0
8 9.0 56.0 74.0
9 11.0 8.0 63.0
10 3.0 55.0 17.0
11 12.0 17.0 12.0
12 3.0 55.0 85.0
13 18.0 93.0 74.0
14 10.0 21.0 64.0
15 15.0 20.0 95.0
16 20.0 83.0 19.0
17 6.0 82.0 47.0
18 17.0 61.0 50.0
19 12.0 29.0 38.0
20 13.0 38.0 89.0
21 11.0 23.0 91.0
22 17.0 22.0 87.0
23 13.0 1.0 82.0
24 2.0 14.0 20.0
25 12.0 52.0 92.0
26 13.0 72.0 11.0
27 12.0 97.0 22.0
28 2.0 50.0 41.0
29 12.0 20.0 65.0
30 13.0 35.0 89.0
31 11.0 76.0 34.0
32 5.0 14.0 42.0
33 12.0 97.0 5.0
34 16.0 57.0 55.0
35 9.0 51.0 98.0
36 14.0 88.0 51.0
37 6.0 37.0 33.0
38 6.0 80.0 95.0
39 14.0 18.0 12.0
40 20.0 91.0 74.0
41 20.0 17.0 29.0
42 17.0 44.0 82.0
43 2.0 48.0 1.0
44 18.0 3.0 72.0
45 15.0 37.0 68.0
46 8.0 100.0 45.0
47 13.0 57.0 22.0
48 18.0 20.0 75.0
49 16.0 99.0 42.0
50 2.0 45.0 86.0
