customer weight coord_x coord_y
1 14.0 2.0 4.0
2 5.0 98.0 70.0
3 13.0 88.0 78.0
4 15.0 20.0 49.0
5 16.0 14.0 77.0
6 1.0 19.0 47.0
7 20.0 77.0 38.0
8 18.0 54.0 53.0
9 6.0 98.0 13.0
10 19.0 41.0 47.0
11 16.0 40.0 63.0
12 3.0 44.0 98.0
13 3.0 16.0 60.0
14 9.0 44.0 43.0
15 6.0 35.0 56.0
16 9.0 18.0 47.0
17 18.0 93.0 29.0
18 19.0 24.0 7.0
19 11.0 7.0 23.0
20 10.0 86.0 12.0
21 18.0 64.0 33.0
22 10.0 15.0 8.0
23 12.0 11.0 7.0
24 5.0 17.0 18.0
25 8.0 32.0 68.0
26 6.0 72.0 97.0
27 4.0 62.0 68.0
28 13.0 83.0 62.0
29 2.0 55.0 40.0
30 4.0 30.0 86.0
31 11.0 2.0 5.0
32 6.0 76.0 69.0
33 5.0 46.0 38.0
34 4.0 23.0 26.0
35 7.0 82.0 24.0
36 14.0 91.0 36.0
37 19.0 89.0 42.0
38 9.0 84.0 72.0
39 19.0 69.0 50.0
40 16.0 75.0 73.0
41 3.0 79.0 86.0
42 15.0 99.0 51.0
43 2.0 68.0 79.0
44 17.0 52.0 37.0
45 9.0 79.0 56.0
46 20.0 41.0 10.0
47 17.0 60.0 77.0
48 7.0 12.0 61.0
49 14.0 97.0 37.0
50 14.0 70.0 75.0
