customer weight coord_x coord_y
1 4.0 1.0 46.0
2 16.0 16.0 15.0
3 6.0 39.0 67.0
4 16.0 82.0 75.0
5 12.0 95.0 38.0
6 19.0 62.0 52.0
7 6.0 77.0 92.0
8 9.0 14.0 100.0
9 4.0 7.0 16.0
10 12.0 23.0 23.0
11 1.0 40.0 43.0
12 9.0 1.0 73.0
13 4.0 88.0 44.0
14 11.0 86.0 2.0
15 12.0 51.0 69.0
16 14.0 30.0 68.0
17 2.0 28.0 87.0
18 7.0 34.0 63.0
19 3.0 72.0 27.0
20 5.0 84.0 18.0
21 1.0 16.0 9.0
22 15.0 99.0 1.0
23 11.0 72.0 20.0
24 18.0 79.0 22.0
25 12.0 79.0 79.0
26 15.0 32.0 92.0
27 5.0 72.0 3.0
28 20.0 12.0 14.0
29 10.0 78.0 49.0
30 11.0 90.0 5.0
31 19.0 60.0 4.0
32 9.0 43.0 64.0
33 19.0 85.0 50.0
34 14.0 44.0 50.0
35 13.0 67.0 27.0
36 15.0 76.0 25.0
37 9.0 19.0 63.0
38 10.0 2.0 75.0
39 13.0 16.0 50.0
40 14.0 75.0 26.0
41 20.0 53.0 91.0
42 10.0 57.0 4.0
43 16.0 44.0 24.0
44 13.0 92.0 10.0
45 11.0 98.0 28.0
46 14.0 47.0 20.0
47 13.0 83.0 52.0
48 7.0 14.0 12.0
49 18.0 40.0 14.0
50 5.0 39.0 93.0
