customer weight coord_x coord_y
1 10.0 17.0 71.0
2 17.0 56.0 13.0
3 20.0 40.0 29.0
4 2.0 53.0 6.0
5 12.0 45.0 25.0
6 8.0 82.0 65.0
7 13.0 47.0 80.0
8 11.0 60.0 70.0
9 7.0 39.0 65.0
10 3.0 67.0 93.0
11 6.0 84.0 6.0
12 5.0 86.0 18.0
13 10.0 80.0 42.0
14 17.0 82.0 34.0
15 18.0 20.0 95.0
16 7.0 85.0 75.0
17 10.0 10.0 90.0
18 3.0 73.0 100.0
19 7.0 15.0 36.0
20 5.0 65.0 51.0
21 4.0 57.0 46.0
22 20.0 73.0 12.0
23 3.0 58.0 65.0
24 4.0 84.0 73.0
25 19.0 35.0 51.0
26 6.0 38.0 73.0
27 17.0 70.0 89.0
28 5.0 70.0 56.0
29 6.0 7.0 63.0
30 10.0 93.0 90.0
31 15.0 77.0 14.0
32 15.0 55.0 18.0
33 6.0 17.0 45.0
34 7.0 4.0 38.0
35 20.0 57.0 64.0
36 16.0 26.0 45.0
37 1.0 93.0 62.0
38 19.0 63.0 68.0
39 2.0 48.0 90.0
40 16.0 100.0 94.0
41 9.0 17.0 59.0
42 2.0 100.0 57.0
43 19.0 29.0 81.0
44 4.0 15.0 39.0
45 15.0 69.0 44.0
46 5.0 4.0 4.0
47 4.0 69.0 61.0
48 5.0 39.0 67.0
49 18.0 29.0 58.0
50 19.0 70.0 69.0
