customer weight coord_x coord_y
1 15.0 9.0 59.0
2 1.0 5.0 26.0
3 19.0 66.0 78.0
4 12.0 18.0 75.0
5 11.0 70.0 88.0
6 19.0 98.0 63.0
7 5.0 9.0 81.0
8 10.0 13.0 50.0
9 16.0 19.0 83.0
10 1.0 85.0 3.0
11 3.0 40.0 47.0
12 8.0 14.0 31.0
13 6.0 8.0 50.0
14 1.0 2.0 51.0
15 8.0 63.0 98.0
16 6.0 44.0 39.0
17 10.0 80.0 39.0
18 7.0 86.0 3.0
19 6.0 44.0 42.0
20 16.0 65.0 47.0
21 16.0 32.0 61.0
22 19.0 63.0 33.0
23 13.0 80.0 24.0
24 8.0 59.0 64.0
25 11.0 38.0 4.0
26 19.0 62.0 25.0
27 17.0 39.0 58.0
28 2.0 29.0 71.0
29 18.0 48.0 45.0
30 1.0 49.0 49.0
31 5.0 58.0 61.0
32 17.0 8.0 87.0
33 15.0 49.0 50.0
34 17.0 77.0 84.0
35 6.0 25.0 75.0
36 9.0 100.0 92.0
37 10.0 3.0 70.0
38 2.0 54.0 77.0
39 2.0 16.0 89.0
40 6.0 29.0 85.0
41 19.0 46.0 37.0
42 14.0 32.0 57.0
43 13.0 9.0 49.0
44 14.0 18.0 86.0
45 4.0 58.0 41.0
46 15.0 14.0 80.0
47 10.0 65.0 63.0
48 11.0 72.0 91.0
49 14.0 7.0 13.0
50 10.0 78.0 28.0
