customer weight coord_x coord_y
1 8.0 17.0 71.0
2 5.0 56.0 13.0
3 10.0 40.0 29.0
4 20.0 53.0 6.0
5 15.0 45.0 25.0
6 16.0 82.0 65.0
7 8.0 47.0 80.0
8 6.0 60.0 70.0
9 20.0 39.0 65.0
10 2.0 67.0 93.0
11 13.0 84.0 6.0
12 3.0 86.0 18.0
13 18.0 80.0 42.0
14 17.0 82.0 34.0
15 20.0 20.0 95.0
16 8.0 85.0 75.0
17 9.0 10.0 90.0
18 18.0 73.0 100.0
19 17.0 15.0 36.0
20 6.0 65.0 51.0
21 7.0 57.0 46.0
22 12.0 73.0 12.0
23 1.0 58.0 65.0
24 3.0 84.0 73.0
25 8.0 35.0 51.0
26 15.0 38.0 73.0
27 2.0 70.0 89.0
28 13.0 70.0 56.0
29 7.0 7.0 63.0
30 9.0 93.0 90.0
31 7.0 77.0 14.0
32 18.0 55.0 18.0
33 6.0 17.0 45.0
34 14.0 4.0 38.0
35 14.0 57.0 64.0
36 9.0 26.0 45.0
37 9.0 93.0 62.0
38 7.0 63.0 68.0
39 18.0 48.0 90.0
40 10.0 100.0 94.0
41 13.0 17.0 59.0
42 8.0 100.0 57.0
43 3.0 29.0 81.0
44 9.0 15.0 39.0
45 19.0 69.0 44.0
46 15.0 4.0 4.0
47 9.0 69.0 61.0
48 11.0 39.0 67.0
49 1.0 29.0 58.0
50 12.0 70.0 69.0
51 17.0 46.0 82.0
52 10.0 99.0 10.0
53 8.0 59.0 39.0
54 5.0 61.0 55.0
55 8.0 32.0 11.0
56 18.0 28.0 25.0
57 9.0 46.0 84.0
58 10.0 88.0 33.0
59 13.0 50.0 14.0
60 15.0 35.0 21.0
61 4.0 18.0 99.0
62 8.0 14.0 18.0
63 19.0 95.0 30.0
64 3.0 83.0 21.0
65 4.0 28.0 48.0
66 6.0 74.0 74.0
67 20.0 29.0 34.0
68 2.0 98.0 77.0
69 9.0 4.0 92.0
70 4.0 6.0 79.0
71 3.0 45.0 9.0
72 12.0 91.0 20.0
73 12.0 73.0 23.0
74 10.0 17.0 23.0
75 13.0 90.0 94.0
76 7.0 97.0 63.0
77 4.0 48.0 93.0
78 13.0 53.0 55.0
79 10.0 72.0 37.0
80 17.0 37.0 40.0
81 10.0 86.0 36.0
82 2.0 94.0 67.0
83 5.0 22.0 39.0
84 11.0 95.0 91.0
85 7.0 19.0 82.0
86 7.0 68.0 34.0
87 7.0 36.0 89.0
88 16.0 16.0 95.0
89 5.0 45.0 67.0
90 18.0 84.0 86.0
91 11.0 72.0 99.0
92 20.0 25.0 41.0
93 9.0 96.0 36.0
94 19.0 80.0 26.0
95 15.0 34.0 25.0
96 13.0 57.0 43.0
97 13.0 71.0 38.0
98 13.0 92.0 100.0
99 3.0 7.0 86.0
100 8.0 14.0 6.0
