customer weight coord_x coord_y
1 2.0 26.0 33.0
2 17.0 25.0 62.0
3 7.0 90.0 11.0
4 5.0 39.0 72.0
5 12.0 70.0 18.0
6 13.0 92.0 71.0
7 16.0 82.0 24.0
8 12.0 83.0 5.0
9 18.0 56.0 40.0
10 8.0 89.0 28.0
11 8.0 56.0 88.0
12 4.0 29.0 41.0
13 12.0 26.0 41.0
14 20.0 30.0 50.0
15 11.0 4.0 58.0
16 3.0 13.0 78.0
17 5.0 50.0 92.0
18 12.0 42.0 69.0
19 20.0 87.0 41.0
20 4.0 5.0 68.0
21 6.0 27.0 64.0
22 13.0 11.0 67.0
23 19.0 52.0 88.0
24 7.0 36.0 49.0
25 3.0 64.0 87.0
26 2.0 42.0 63.0
27 13.0 19.0 83.0
28 7.0 49.0 26.0
29 4.0 22.0 20.0
30 9.0 45.0 32.0
31 3.0 36.0 20.0
32 8.0 61.0 95.0
33 20.0 33.0 93.0
34 4.0 34.0 82.0
35 4.0 3.0 82.0
36 6.0 51.0 5.0
37 18.0 80.0 61.0
38 3.0 43.0 64.0
39 16.0 64.0 10.0
40 17.0 63.0 78.0
41 14.0 49.0 43.0
42 19.0 72.0 34.0
43 20.0 71.0 60.0
44 20.0 27.0 54.0
45 17.0 55.0 52.0
46 20.0 33.0 46.0
47 19.0 12.0 66.0
48 14.0 2.0 95.0
49 19.0 24.0 29.0
50 6.0 36.0 7.0
