customer weight coord_x coord_y
1 1.0 3.0 60.0
2 19.0 68.0 49.0
3 16.0 81.0 53.0
4 6.0 62.0 94.0
5 5.0 1.0 57.0
6 10.0 7.0 98.0
7 12.0 24.0 94.0
8 1.0 59.0 95.0
9 16.0 19.0 13.0
10 7.0 70.0 86.0
11 8.0 94.0 60.0
12 2.0 66.0 72.0
13 13.0 70.0 88.0
14 10.0 98.0 85.0
15 4.0 4.0 34.0
16 11.0 47.0 90.0
17 13.0 71.0 64.0
18 16.0 97.0 94.0
19 13.0 51.0 53.0
20 16.0 91.0 66.0
21 4.0 83.0 50.0
22 4.0 30.0 65.0
23 13.0 90.0 57.0
24 18.0 11.0 21.0
25 17.0 72.0 17.0
26 20.0 72.0 26.0
27 1.0 32.0 76.0
28 11.0 18.0 21.0
29 2.0 84.0 89.0
30 3.0 41.0 93.0
31 12.0 51.0 64.0
32 3.0 51.0 14.0
33 19.0 47.0 72.0
34 8.0 90.0 83.0
35 12.0 21.0 73.0
36 15.0 86.0 65.0
37 14.0 86.0 23.0
38 3.0 76.0 17.0
39 9.0 67.0 74.0
40 4.0 7.0 75.0
41 17.0 55.0 72.0
42 20.0 89.0 13.0
43 1.0 28.0 24.0
44 20.0 54.0 6.0
45 1.0 94.0 81.0
46 16.0 59.0 79.0
47 9.0 54.0 68.0
48 9.0 28.0 89.0
49 18.0 1.0 46.0
50 10.0 21.0 97.0
