customer weight coord_x coord_y
1 4.0 3.0 60.0
2 8.0 68.0 49.0
3 9.0 81.0 53.0
4 12.0 62.0 94.0
5 10.0 1.0 57.0
6 14.0 7.0 98.0
7 14.0 24.0 94.0
8 12.0 59.0 95.0
9 1.0 19.0 13.0
10 3.0 70.0 86.0
11 20.0 94.0 60.0
12 17.0 66.0 72.0
13 11.0 70.0 88.0
14 14.0 98.0 85.0
15 19.0 4.0 34.0
16 10.0 47.0 90.0
17 12.0 71.0 64.0
18 16.0 97.0 94.0
19 13.0 51.0 53.0
20 14.0 91.0 66.0
21 2.0 83.0 50.0
22 12.0 30.0 65.0
23 17.0 90.0 57.0
24 4.0 11.0 21.0
25 13.0 72.0 17.0
26 3.0 72.0 26.0
27 10.0 32.0 76.0
28 6.0 18.0 21.0
29 3.0 84.0 89.0
30 20.0 41.0 93.0
31 1.0 51.0 64.0
32 3.0 51.0 14.0
33 8.0 47.0 72.0
34 4.0 90.0 83.0
35 18.0 21.0 73.0
36 5.0 86.0 65.0
37 13.0 86.0 23.0
38 10.0 76.0 17.0
39 12.0 67.0 74.0
40 20.0 7.0 75.0
41 18.0 55.0 72.0
42 17.0 89.0 13.0
43 14.0 28.0 24.0
44 6.0 54.0 6.0
45 1.0 94.0 81.0
46 3.0 59.0 79.0
47 1.0 54.0 68.0
48 13.0 28.0 89.0
49 20.0 1.0 46.0
50 7.0 21.0 97.0
51 18.0 4.0 95.0
52 4.0 76.0 29.0
53 17.0 23.0 50.0
54 8.0 60.0 2.0
55 2.0 79.0 31.0
56 20.0 37.0 8.0
57 4.0 65.0 50.0
58 2.0 17.0 51.0
59 3.0 62.0 78.0
60 20.0 62.0 80.0
61 8.0 17.0 17.0
62 4.0 65.0 90.0
63 9.0 81.0 98.0
64 15.0 2.0 53.0
65 18.0 8.0 12.0
66 16.0 57.0 14.0
67 18.0 93.0 37.0
68 17.0 56.0 72.0
69 19.0 66.0 13.0
70 16.0 42.0 17.0
71 18.0 85.0 97.0
72 6.0 5.0 97.0
73 12.0 4.0 78.0
74 7.0 42.0 42.0
75 2.0 89.0 49.0
76 5.0 96.0 67.0
77 15.0 26.0 59.0
78 17.0 13.0 22.0
79 5.0 27.0 92.0
80 5.0 11.0 68.0
81 13.0 47.0 54.0
82 12.0 58.0 8.0
83 20.0 59.0 52.0
84 11.0 90.0 81.0
85 12.0 37.0 7.0
86 19.0 21.0 5.0
87 20.0 68.0 29.0
88 2.0 35.0 39.0
89 15.0 79.0 49.0
90 5.0 46.0 87.0
91 1.0 48.0 84.0
92 8.0 78.0 67.0
93 6.0 46.0 84.0
94 17.0 100.0 18.0
95 12.0 17.0 76.0
96 18.0 13.0 20.0
97 3.0 2.0 19.0
98 12.0 73.0 56.0
99 2.0 55.0 31.0
100 16.0 6.0 16.0
