customer weight coord_x coord_y
1 3.0 2.0 62.0
2 14.0 80.0 25.0
3 1.0 36.0 88.0
4 14.0 57.0 23.0
5 19.0 33.0 17.0
6 2.0 76.0 43.0
7 14.0 77.0 85.0
8 6.0 94.0 6.0
9 7.0 89.0 11.0
10 6.0 59.0 72.0
11 10.0 39.0 82.0
12 18.0 87.0 24.0
13 3.0 44.0 76.0
14 6.0 2.0 83.0
15 20.0 19.0 43.0
16 4.0 5.0 27.0
17 14.0 58.0 72.0
18 11.0 14.0 50.0
19 19.0 43.0 18.0
20 15.0 87.0 7.0
21 15.0 11.0 56.0
22 4.0 31.0 16.0
23 13.0 51.0 94.0
24 13.0 55.0 13.0
25 5.0 84.0 57.0
26 16.0 12.0 2.0
27 3.0 53.0 33.0
28 7.0 53.0 10.0
29 14.0 33.0 32.0
30 17.0 69.0 67.0
31 3.0 43.0 5.0
32 3.0 10.0 75.0
33 12.0 8.0 26.0
34 14.0 3.0 1.0
35 20.0 96.0 22.0
36 13.0 6.0 48.0
37 10.0 59.0 22.0
38 9.0 66.0 69.0
39 6.0 22.0 50.0
40 18.0 75.0 21.0
41 7.0 4.0 81.0
42 20.0 41.0 97.0
43 9.0 92.0 34.0
44 1.0 12.0 64.0
45 8.0 60.0 84.0
46 5.0 35.0 100.0
47 1.0 38.0 2.0
48 7.0 9.0 9.0
49 9.0 54.0 59.0
50 2.0 1.0 58.0
