customer weight coord_x coord_y
1 11.0 6.0 29.0
2 12.0 84.0 85.0
3 8.0 44.0 25.0
4 12.0 27.0 68.0
5 2.0 45.0 43.0
6 12.0 55.0 89.0
7 20.0 64.0 73.0
8 5.0 80.0 85.0
9 14.0 53.0 52.0
10 11.0 29.0 46.0
11 7.0 22.0 22.0
12 3.0 99.0 87.0
13 11.0 51.0 22.0
14 11.0 17.0 49.0
15 12.0 76.0 63.0
16 18.0 94.0 38.0
17 2.0 5.0 23.0
18 20.0 29.0 70.0
19 9.0 38.0 84.0
20 15.0 30.0 69.0
21 20.0 7.0 87.0
22 14.0 37.0 45.0
23 3.0 55.0 60.0
24 4.0 73.0 53.0
25 18.0 16.0 75.0
26 8.0 57.0 96.0
27 17.0 69.0 28.0
28 14.0 53.0 33.0
29 12.0 79.0 29.0
30 2.0 46.0 6.0
31 10.0 41.0 71.0
32 2.0 54.0 87.0
33 11.0 7.0 13.0
34 11.0 30.0 28.0
35 3.0 41.0 76.0
36 4.0 15.0 39.0
37 10.0 36.0 59.0
38 7.0 33.0 47.0
39 5.0 10.0 6.0
40 20.0 51.0 11.0
41 17.0 38.0 99.0
42 14.0 38.0 78.0
43 7.0 94.0 48.0
44 14.0 98.0 25.0
45 17.0 19.0 94.0
46 14.0 64.0 13.0
47 16.0 37.0 69.0
48 11.0 70.0 45.0
49 17.0 73.0 56.0
50 14.0 55.0 10.0
