customer weight coord_x coord_y
1 20.0 13.0 11.0
2 9.0 36.0 98.0
3 15.0 18.0 51.0
4 15.0 39.0 1.0
5 8.0 89.0 88.0
6 11.0 33.0 36.0
7 5.0 6.0 80.0
8 19.0 46.0 82.0
9 6.0 21.0 78.0
10 6.0 92.0 56.0
11 19.0 21.0 17.0
12 17.0 4.0 70.0
13 3.0 80.0 79.0
14 5.0 31.0 5.0
15 12.0 93.0 24.0
16 8.0 56.0 52.0
17 6.0 50.0 72.0
18 11.0 1.0 23.0
19 20.0 8.0 69.0
20 2.0 42.0 16.0
21 20.0 62.0 78.0
22 7.0 47.0 6.0
23 14.0 22.0 79.0
24 6.0 10.0 84.0
25 13.0 51.0 59.0
26 12.0 37.0 63.0
27 10.0 11.0 38.0
28 5.0 13.0 41.0
29 7.0 36.0 60.0
30 11.0 62.0 65.0
31 11.0 24.0 32.0
32 20.0 65.0 57.0
33 13.0 9.0 5.0
34 7.0 5.0 87.0
35 16.0 65.0 30.0
36 20.0 66.0 1.0
37 6.0 51.0 21.0
38 20.0 77.0 47.0
39 20.0 91.0 18.0
40 1.0 3.0 51.0
41 10.0 63.0 23.0
42 1.0 19.0 38.0
43 8.0 27.0 69.0
44 15.0 8.0 98.0
45 8.0 19.0 27.0
46 9.0 81.0 49.0
47 10.0 1.0 63.0
48 20.0 99.0 39.0
49 6.0 30.0 17.0
50 7.0 62.0 89.0
