location subarea coor_x coord_y
1 32 36.49 7.49
2 35 57.06 9.51
3 50 30.22 48.14
4 14 5.15 -3.56
5 26 34.59 -106.37
6 87 57.12 -2.12
7 67 16.45 -99.45
8 14 5.36 -0.1
9 22 28.56 -13.36
10 89 8.59 38.48
11 33 12.5 45.02
12 4 -34.48 138.38
13 22 30.23 -9.33
14 35 56.18 12.51
15 2 36.4 -4.3
16 51 40.38 8.17
17 2 35.11 -3.5
18 51 41.55 8.48
19 25 -37.01 174.47
20 86 38.17 -0.34
21 86 36.42 3.13
22 34 36.11 37.14
23 26 35.14 -101.42
24 34 31.58 35.59
25 91 52.18 4.46
26 17 61.1 -149.59
27 21 39.57 32.41
28 91 51.11 4.28
29 40 17.08 -61.47
30 51 43.37 13.22
31 34 29.38 35.01
32 98 59.39 17.55
33 33 15.18 38.55
34 11 -25.14 -57.31
35 30 23.58 32.47
36 99 37.54 23.44
37 3 33.46 -84.31
38 76 12.3 -70.01
39 65 24.26 54.28
40 99 36.55 30.48
41 10 26.16 50.38
42 94 40.29 50.01
43 80 39.11 -76.4
44 57 10.48 -74.52
45 44 -16.11 -52.3
46 33 10.25 45.01
47 86 41.18 2.05
48 90 32.22 -64.42
49 29 41.56 -72.41
50 70 40.39 17.57
51 7 44.49 20.19
52 89 9.21 34.31
53 99 32.06 20.16
54 84 52.29 13.24
55 69 48.27 -4.25
56 82 -19.48 3.45
57 34 33.49 35.29
58 87 54.39 -6.14
59 26 35.48 -101.22
60 37 4.24 18.31
61 40 13.04 -59.3
62 92 60.17 5.13
63 29 44.48 -68.5
64 50 33.14 44.14
65 51 45.4 9.24
66 3 33.34 -86.45
67 12 52.27 -1.45
68 51 42.33 9.29
69 78 45.48 -108.37
70 69 43.28 -1.32
71 74 13.21 -16.4
72 100 -3.19 29.19
73 64 13.55 100.36
74 49 12.38 -8.02
75 35 55.44 9.09
76 51 44.32 11.18
77 24 12.57 77.4
78 5 -15.41 34.58
79 65 27.13 56.22
80 58 -27.25 153.05
81 69 44.5 -0.43
82 6 4.42 -74.09
83 12 50.47 -1.51
84 95 19.05 72.52
85 92 67.16 14.22
86 29 42.22 -71.0
87 35 53.03 8.48
88 70 41.08 16.47
89 18 46.55 7.3
90 12 51.31 -2.35
91 91 50.54 4.29
92 44 -15.52 -47.55
93 18 47.35 7.32
94 7 48.1 16.13
95 7 47.27 19.15
96 72 -34.49 -58.32
97 80 42.55 -78.38
98 21 44.3 26.06
99 91 49.27 2.07
100 42 -4.15 15.15
101 32 39.15 9.04
102 34 30.08 31.24
103 13 23.11 113.16
104 2 33.33 -7.4
105 96 -11.54 22.45
106 93 4.49 -52.22
107 12 52.13 0.11
108 4 -35.19 149.12
109 76 10.36 -66.59
110 41 22.39 88.27
111 12 52.5 -1.19
112 91 49.01 2.33
113 18 43.33 6.57
114 69 45.4 -0.19
115 70 39.37 19.55
116 91 50.52 7.09
117 52 41.59 -87.54
118 51 41.48 12.36
119 49 9.34 -13.37
120 52 41.25 -81.51
121 6 3.26 -76.25
122 51 42.31 8.48
123 58 -28.02 145.37
124 24 7.11 79.53
125 52 40.04 -83.04
126 2 33.22 -7.35
127 18 48.07 7.22
128 21 44.22 28.29
129 69 45.4 -0.19
130 14 6.21 2.23
131 35 55.37 12.39
132 88 -33.58 18.36
133 70 37.28 15.04
134 57 10.27 -75.31
135 58 -26.25 146.14
136 70 39.0 17.05
137 76 12.12 -68.57
138 52 39.09 -84.2
139 52 39.03 -84.2
140 12 51.24 -3.12
141 73 29.11 -81.03
142 41 23.46 90.23
143 33 14.45 42.59
144 26 32.5 -96.51
145 34 33.25 36.31
146 28 -6.53 39.12
147 70 42.34 18.16
148 48 -29.58 30.57
149 80 38.51 -77.02
150 1 28.34 77.07
151 26 39.46 -104.53
152 26 32.46 -96.24
153 10 26.16 50.1
154 18 47.16 5.05
155 32 33.52 10.47
156 74 14.45 -17.3
157 83 4.01 9.43
158 30 19.08 30.26
159 10 25.16 51.34
160 12 49.22 0.1
161 31 -8.45 115.1
162 84 51.08 13.46
163 77 -12.25 130.52
164 52 42.14 -83.32
165 52 42.13 -83.21
166 87 53.26 -6.15
167 91 51.17 6.45
168 65 25.15 55.2
169 100 0.03 32.26
170 18 45.32 4.18
171 87 55.57 -3.22
172 91 51.27 5.23
173 26 31.48 -106.16
174 12 52.5 -1.19
175 18 48.19 6.04
176 21 40.07 33.0
177 1 40.09 82.4
178 80 40.42 -74.1
179 12 50.44 -3.25
180 72 -34.49 -58.32
181 17 64.49 -147.51
182 2 37.01 -7.58
183 96 -11.35 27.31
184 92 59.54 10.37
185 51 41.49 12.15
186 40 14.35 -61.0
187 50 33.56 45.8
188 42 -4.23 15.26
189 51 43.49 11.12
190 49 8.37 -13.12
191 70 41.26 15.32
192 91 50.02 8.34
193 51 44.12 12.04
194 5 -21.13 27.29
195 22 28.27 -13.52
196 12 53.29 -1.0
197 5 -19.27 29.52
198 98 54.23 18.28
199 92 60.12 11.05
200 59 24.57 10.1
201 85 -22.5 -43.15
202 87 55.52 -4.26
203 18 45.22 5.2
204 89 7.09 41.43
205 51 44.25 8.5
206 98 57.4 18.18
207 86 41.54 2.46
208 2 37.11 -3.47
209 7 47.0 15.26
210 12 51.09 -0.11
211 23 14.34 -90.32
212 18 46.14 6.07
213 6 -2.09 -79.53
214 35 52.28 9.42
215 35 53.38 10.0
216 98 60.19 24.58
217 99 35.2 25.11
218 66 30.2 120.51
219 13 22.19 114.12
220 32 31.4 6.09
221 45 35.33 139.46
222 36 21.2 -157.55
223 26 29.59 -95.28
224 80 38.57 -77.27
225 80 43.06 -78.57
226 86 38.52 1.22
227 56 47.34 -97.27
228 75 50.21 30.55
229 11 -25.44 -54.28
230 52 39.44 -86.17
231 21 40.59 28.49
232 99 38.17 27.1
233 30 21.3 39.12
234 12 49.13 -2.12
235 29 40.38 -73.46
236 33 11.33 43.1
237 31 -6.09 106.51
238 48 -26.08 28.15
239 71 -3.22 36.38
240 29 45.28 -73.44
241 14 12.03 8.31
242 1 34.34 69.12
243 39 63.59 -22.37
244 100 -1.58 30.08
245 13 22.34 120.17
246 95 24.54 67.09
247 53 -6.18 155.43
248 19 17.56 -76.48
249 7 50.05 19.47
250 89 15.36 32.33
251 41 27.42 85.22
252 15 3.08 101.33
253 10 29.13 47.58
254 42 -8.51 13.14
255 76 10.36 -66.59
256 9 36.04 -115.09
257 9 33.56 -118.24
258 12 53.52 -1.39
259 91 48.58 2.27
260 83 0.27 9.25
261 34 34.52 33.38
262 69 43.11 0.0
263 75 59.49 30.17
264 2 36.51 -2.22
265 84 51.24 12.25
266 84 51.25 12.14
267 14 6.1 1.15
268 29 40.46 -73.52
269 9 33.57 -118.24
270 91 50.38 5.27
271 12 51.09 -0.11
272 12 51.28 -0.27
273 91 50.34 3.05
274 63 -12.01 -77.07
275 51 45.27 9.16
276 62 38.46 -9.08
277 7 46.13 14.28
278 32 35.3 12.37
279 84 48.14 14.11
280 12 51.28 -0.27
281 14 6.35 3.2
282 22 27.56 -15.23
283 63 -16.3 -68.11
284 12 53.21 -2.53
285 14 6.1 1.15
286 12 51.53 -0.22
287 48 -25.55 32.34
288 5 -15.2 28.27
289 79 4.27 114.0
290 91 49.37 6.12
291 5 -17.49 25.49
292 30 25.41 32.43
293 18 45.44 4.56
294 24 13.0 80.11
295 62 40.29 -3.34
296 2 31.52 -4.13
297 12 53.21 -2.16
298 16 -3.04 -60.0
299 76 10.34 -71.44
300 28 -4.02 39.36
301 7 46.22 15.47
302 56 39.18 -94.44
303 73 28.32 -81.2
304 65 23.36 58.17
305 51 44.25 8.5
306 4 -37.44 144.54
307 30 24.31 39.42
308 4 -37.41 144.51
309 67 19.26 -99.04
310 23 12.07 -86.11
311 28 2.01 45.19
312 73 25.48 -80.17
313 23 20.56 -89.41
314 51 45.27 9.16
315 32 35.45 10.45
316 56 39.07 -94.36
317 32 35.52 14.29
318 24 4.11 73.32
319 18 47.45 7.26
320 35 55.33 13.22
321 12 54.31 -1.25
322 97 14.31 121.01
323 47 55.58 37.25
324 18 43.35 3.58
325 48 -25.55 32.34
326 77 -8.58 125.13
327 18 43.26 5.13
328 54 -20.26 57.41
329 12 51.21 1.21
330 56 44.53 -93.13
331 75 53.52 27.33
332 91 50.55 5.47
333 3 29.59 -90.16
334 48 -26.31 31.19
335 84 48.08 11.42
336 72 -34.5 -56.02
337 18 45.38 8.43
338 91 49.05 6.08
339 60 -17.45 177.27
340 70 40.53 14.18
341 73 25.02 -77.28
342 71 -1.19 36.56
343 18 43.4 7.13
344 12 55.02 -1.41
345 18 45.56 6.06
346 37 12.08 15.02
347 27 32.56 129.56
348 34 35.09 36.17
349 14 13.29 2.1
350 74 18.06 -15.57
351 96 -13.0 28.39
352 98 58.35 16.15
353 45 35.45 140.23
354 69 47.09 -1.36
355 84 49.3 11.05
356 12 52.41 1.17
357 29 40.38 -73.46
358 35 55.28 10.2
359 21 46.26 30.41
360 66 26.21 127.46
361 26 35.26 -97.46
362 51 40.54 9.31
363 56 41.07 -95.55
364 62 41.14 -8.41
365 52 41.59 -87.54
366 87 51.5 -8.29
367 73 28.26 -81.19
368 86 35.38 -0.37
369 91 48.43 2.23
370 45 34.47 135.27
371 92 60.12 11.05
372 91 51.12 2.52
373 21 44.34 26.06
374 14 12.21 -1.31
375 62 43.26 -5.5
376 19 18.34 -72.17
377 91 48.43 2.23
378 27 40.05 116.36
379 55 -31.56 115.58
380 83 4.52 7.02
381 80 37.08 -76.3
382 80 39.52 -75.15
383 9 33.26 -112.01
384 87 55.52 -4.26
385 69 46.35 0.18
386 80 40.3 -80.14
387 28 -5.15 39.49
388 86 39.33 2.44
389 32 38.1 13.06
390 64 11.33 104.51
391 32 36.49 11.58
392 53 -9.27 147.13
393 40 10.36 -61.21
394 57 9.05 -79.23
395 84 50.06 14.16
396 51 43.41 10.24
397 51 42.26 14.11
398 40 16.16 -61.32
399 57 9.03 -79.24
400 69 43.23 -0.25
401 51 45.39 12.12
402 2 31.37 -8.03
403 2 34.03 -6.45
404 61 -8.08 -34.55
405 70 38.04 15.39
406 39 64.08 -21.57
407 64 16.54 96.09
408 91 49.19 4.03
409 99 36.23 28.07
410 11 -29.43 -53.42
411 85 -22.5 -43.15
412 7 45.13 14.35
413 51 44.01 12.37
414 69 48.04 -1.44
415 49 6.14 -10.22
416 51 41.49 12.15
417 8 14.1 145.15
418 72 -32.55 -60.47
419 91 51.57 4.26
420 10 24.42 46.44
421 1 33.37 73.06
422 93 6.3 -58.15
423 33 15.29 44.13
424 23 13.42 -89.07
425 9 32.44 -117.11
426 85 -23.0 -47.08
427 26 29.32 -98.28
428 5 -17.56 31.06
429 38 48.31 -24.8
430 68 -33.23 -70.47
431 62 42.54 -8.25
432 50 33.14 44.14
433 19 18.26 -69.4
434 43 47.27 -122.18
435 59 27.0 14.27
436 27 37.33 126.48
437 12 51.34 0.42
438 46 -4.4 55.31
439 9 37.37 -122.23
440 66 31.12 121.2
441 65 25.21 55.24
442 74 16.45 -22.57
443 15 1.21 103.54
444 9 37.22 -121.56
445 7 43.49 18.2
446 57 9.58 -84.16
447 57 9.59 -84.12
448 19 18.26 -66.01
449 70 40.31 22.58
450 70 41.58 21.38
451 9 40.53 -111.57
452 38 36.58 -25.1
453 87 52.42 -8.55
454 21 42.42 23.24
455 7 43.32 16.18
456 61 -12.54 -38.2
457 56 38.45 -90.22
458 12 51.33 0.14
